type,format,identifier,references,title,description,source,audience,created,creator,contributor,publisher,license,rightsHolder
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/8e252e8a-4a1f-46c6-8c20-dd3b0a8cbd8d,,1892.5.14.1-8f; Arges eigenmanni; dorsal view; ACSI Project image,,,,2011-04-07T16:24:54Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/fae7ccdc-1547-47b0-bd6f-b7c3be1432ca,,1892.5.14.1-8g; Arges eigenmanni; dorsal view; ACSI Project image,,,,2011-04-07T16:25:16Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/9065480d-5de5-4f63-a4c2-e2d499b9cfcb,,1892.5.14.1-8c; Arges eigenmanni; dorsal view; ACSI Project image,,,,2011-04-07T16:23:44Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/7c957349-5e7d-4c5c-a031-fef51fc106f1,,1892.5.14.1-8f; Arges eigenmanni; ventral view; ACSI Project image,,,,2011-04-07T16:25:09Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d6e0b511-4d94-4a60-b2d2-89a9f2b89cca,,1892.5.14.1-8g; Arges eigenmanni; ventral view; ACSI Project image,,,,2011-04-07T16:25:32Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/fdff1560-5495-4aeb-9ad8-b8e9cb219d6e,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 407,,,,2003-08-20T10:48:56Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d704ac2a-f815-4c2c-8b74-1cbaa1ecf727,,1892.5.14.1-8c; Arges eigenmanni; ventral view; ACSI Project image,,,,2011-04-07T16:23:59Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/1cd63c55-fa63-43d8-a7f4-2c3b032ce34a,,1892.5.14.1-8e; Arges eigenmanni; lateral view; ACSI Project image,,,,2011-04-07T16:24:39Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/91ed44c8-80bf-4af7-a302-f4fe7c494081,,1892.5.14.1-8a; Arges eigenmanni; lateral view; ACSI Project image,,,,2011-04-07T16:23:28Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/92243236-4134-42e3-a04f-de77d9a0ceab,,1892.5.14.1-8e; Arges eigenmanni; dorsal view; ACSI Project image,,,,2011-04-07T16:24:31Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/53a164ae-31ab-4d3a-a5d3-1f4e52a1f5b9,,1892.5.14.1-8d; Arges eigenmanni; dorsal view; ACSI Project image,,,,2011-04-07T16:24:08Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/f867e055-cfdc-4b6c-b83f-c0d2b0b40f26,,1892.5.14.1-8d; Arges eigenmanni; ventral view; ACSI Project image,,,,2011-04-07T16:24:23Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/bacc2600-1a89-4117-aa85-032c215a6a3e,,1892.5.14.1-8e; Arges eigenmanni; ventral view; ACSI Project image,,,,2011-04-07T16:24:47Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055836651,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4385fcc1-ee4b-4f64-bb55-d3c8e1b8c6b8,,1892.5.14.1-8f; Arges eigenmanni; lateral view; ACSI Project image,,,,2011-04-07T16:25:02Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055719802,StillImage,image/jpeg,https://data.nhm.ac.uk/media/345b913c-3d68-4bb3-9f4f-f46c358b1e2b,,1887.1.7.2; Arges fissidens; image of jar label; ACSI project image,,,,2011-04-14T09:34:10Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055719802,StillImage,image/jpeg,https://data.nhm.ac.uk/media/5975972a-56aa-4ba7-b129-0b8659dda8a7,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 209,,,,2003-08-20T10:48:39Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055719802,StillImage,image/jpeg,https://data.nhm.ac.uk/media/eaf04a87-3be6-403f-aef5-1ac71bc83d76,,1887.1.7.2; Arges fissidens; type; ACSI Project image,,,,2011-03-31T15:28:55Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055629988,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055629943,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/8126cf39-dfe8-4ddb-a448-daf296b9b951,,1903.6.30.81-9f; Arges orientalis; ventral view; ACSI Project image,,,,2011-04-07T16:56:43Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c5716bf2-f1d8-4af3-b1c0-787f5938e246,,1903.6.30.81-9e; Arges orientalis; lateral view; ACSI Project image,,,,2011-04-07T16:56:09Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/bcfd3b0b-47c0-463f-8378-1ace19c1e543,,1903.6.30.81-9h; Arges orientalis; ventral view; ACSI Project image,,,,2011-04-07T16:57:26Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/b4d310b5-3908-4269-af9f-228771e4e7ba,,1903.6.30.81-9d; Arges orientalis; lateral view; ACSI Project image,,,,2011-04-07T16:55:49Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/20994ef1-dd22-4aa7-8919-f6fb87ceced2,,1903.6.30.81-9e; Arges orientalis; ventral view; ACSI Project image,,,,2011-04-07T16:56:17Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/af0529fb-e5cd-4a9b-92c3-1a688f0d52bf,,1903.6.30.81-9b; Arges orientalis; type; ACSI Project image,,,,2011-03-31T15:54:08Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/3996fcc1-2943-4752-a714-8df9fab82baf,,1903.6.30.81-9d; Arges orientalis; dorsal view; ACSI Project image,,,,2011-04-07T16:55:42Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/3d95b035-8819-4dd7-b2b6-97c58a7fd660,,1903.6.30.81-9a; Arges orientalis; ventral view; ACSI Project image,,,,2011-04-07T16:55:14Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/13309534-064c-4d07-88bb-c160bf88f440,,1903.6.30.81-9a; Arges orientalis; dorsal view; ACSI Project image,,,,2011-04-07T16:55:00Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/7006ab0f-00ee-4bd4-983d-ef42330dd18b,,1903.6.30.81-9f; Arges orientalis; dorsal view; ACSI Project image,,,,2011-04-07T16:56:28Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/f672ee15-9516-4d77-8f7e-501ea7f6c1de,,1903.6.30.81-9e; Arges orientalis; dorsal view; ACSI Project image,,,,2011-04-07T16:56:03Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4b97835b-7b18-4b50-914e-bca41c18f409,,1903.6.30.81-9h; Arges orientalis; lateral view; ACSI Project image,,,,2011-04-07T16:57:19Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6804f334-0edf-4d00-85dd-7cb043b0505d,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 366,,,,2003-08-20T10:48:23Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/cefa3607-ef3c-4214-a1a3-d6caea3cf6df,,1903.6.30.81-9f; Arges orientalis; lateral view; ACSI Project image,,,,2011-04-07T16:56:35Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4144ffd4-15a8-4822-99b6-d2b957d7c6f2,,1903.6.30.81-9a; Arges orientalis; lateral view; ACSI Project image,,,,2011-04-07T16:55:07Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/ba09153f-f57c-4511-8a48-b1179e860951,,1903.6.30.81-9d; Arges orientalis; ventral view; ACSI Project image,,,,2011-04-07T16:55:56Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/7be39ee2-82b9-4483-b047-ca786704ad39,,1903.6.30.81-9; Arges orientalis; image of jar label; ACSI project image,,,,2011-04-14T09:49:31Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/2a45da84-430e-466f-9cf7-03b068e13000,,1903.6.30.81-9g; Arges orientalis; ventral view; ACSI Project image,,,,2011-04-07T16:57:04Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/e3b1464f-970a-4549-9057-75ca8b060ed2,,1903.6.30.81-9c; Arges orientalis; ventral view; ACSI Project image,,,,2011-04-07T16:55:34Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/620eda04-262c-4383-8017-eb07eecb71e5,,1903.6.30.81-9c; Arges orientalis; lateral view; ACSI Project image,,,,2011-04-07T16:55:28Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0b98d20e-c1fe-44ca-b739-7eb4acab52c1,,1903.6.30.81-9h; Arges orientalis; dorsal view; ACSI Project image,,,,2011-04-07T16:57:12Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c08bebe6-770e-4a51-ba79-ebdea04b4ab6,,1903.6.30.81-9c; Arges orientalis; dorsal view; ACSI Project image,,,,2011-04-07T16:55:21Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/ee34693e-9034-4738-8e51-39cbbe9e6979,,1903.6.30.81-9g; Arges orientalis; lateral view; ACSI Project image,,,,2011-04-07T16:56:57Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055579337,StillImage,image/jpeg,https://data.nhm.ac.uk/media/848c1d07-41b1-4145-b9d2-602505aa5517,,1903.6.30.81-9g; Arges orientalis; dorsal view; ACSI Project image,,,,2011-04-07T16:56:50Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055567622,StillImage,image/jpeg,https://data.nhm.ac.uk/media/806319ad-58e7-4a72-a0ba-fa7a27f5a4a5,,Zoology Accessions Register: Reptiles & Fishes: 1864 - 1877: page 411,,,,2003-08-20T10:49:23Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055549600,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055469127,StillImage,image/jpeg,https://data.nhm.ac.uk/media/b53977dd-b6da-4878-b419-3ca02647adc3,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 79,,,,2003-08-20T10:48:30Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055449403,StillImage,image/jpeg,https://data.nhm.ac.uk/media/91fdfd91-f493-4692-9bf3-3de0d355fd16,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 231,,,,2003-08-20T10:47:18Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055449403,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4f89ab8a-969a-4975-a5ec-aa1da3e91003,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 230,,,,2003-08-20T10:47:18Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055403775,StillImage,image/jpeg,https://data.nhm.ac.uk/media/eec7cddc-2237-4ae3-90ca-366c2ad95a7a,,1916.8.1.1; Cyclopium mindoense; type; ACSI Project image,,,,2011-03-31T14:46:52Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055403775,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055403775,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c98e9209-09af-4c82-97f5-f53e720b853a,,1916.8.1.1; Cyclopium mindoense; image of jar label; ACSI project image,,,,2011-04-14T10:04:00Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055392880,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/11c7fcd9-5dc0-4e4b-9062-23cdb2881f5e,,1858.7.25-37-40b; Arges brachycephalus; lateral view; ACSI Project image,,,,2011-04-07T15:31:20Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d6cdbbb2-7e47-439b-8188-74210dde905d,,1858.7.25-37-40a; Arges brachycephalus; lateral view; ACSI Project image,,,,2011-04-07T15:30:59Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d986da60-6ced-4078-8ec1-817e18cad544,,1858.7.25-37-40b; Arges brachycephalus; dorsal view; ACSI Project image,,,,2011-04-07T15:31:13Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/256f3acf-5f7a-4ba9-884d-0559700973b1,,1858.7.25-37-40b; Arges brachycephalus; ventral view; ACSI Project image,,,,2011-04-07T15:31:27Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4bfecfbc-17d6-4168-a8e4-267ed6110e99,,1858.7.25-37-40a; Arges brachycephalus; dorsal view; ACSI Project image,,,,2011-04-07T15:30:52Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d281c61d-197e-492c-9871-635050f344a4,,1858.7.25-37-40c; Arges brachycephalus; lateral view; ACSI Project image,,,,2011-04-07T15:31:43Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/037ef393-a6fe-4865-a35a-0f6855184c62,,1858.7.25-37-40; Arges brachycephalus; image of jar label; ACSI project image,,,,2011-04-14T09:15:50Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c46f8e34-6118-4dca-a81f-96c9d9bfe3cf,,1858.7.25-37-40d; Arges brachycephalus; type; ACSI Project image,,,,2011-03-31T15:06:24Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/bff491db-90b5-444f-abc4-2818842be0ba,,1858.7.25-37-40c; Arges brachycephalus; dorsal view; ACSI Project image,,,,2011-04-07T15:31:34Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d722612e-32a5-4b14-9844-b4f06cc81ecb,,1858.7.25-37-40c; Arges brachycephalus; ventral view; ACSI Project image,,,,2011-04-07T15:31:49Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/444b0607-1c3c-4de7-853d-bc51ba9d0bd5,,Zoology Accessions Register: Mammals: 1854 - 1861: page 211,,,,2003-08-20T10:52:28Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1055379515,StillImage,image/jpeg,https://data.nhm.ac.uk/media/61a60a36-82e0-456e-8120-ed46283c01c1,,1858.7.25-37-40a; Arges brachycephalus; ventral view; ACSI Project image,,,,2011-04-07T15:31:06Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
